Species,Country.of.Origin,Region,Bag.Weight,In.Country.Partner,Harvest.Year,Variety,Processing.Method,Color,Number.of.Bags,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,altitude_mean_meters,grading_year,grading_month
0,16,188,37,1,13,8,4,2,31,81.33,0.13,0,0.0,1,1200.0,2014,11
0,11,237,2,12,13,4,4,2,275,81.33,0.12,0,0.0,3,1450.0,2014,1
0,18,278,2,0,10,26,4,2,250,81.33,0.13,4,0.0,13,1800.0,2012,8
0,18,297,2,0,10,26,4,3,70,81.33,0.12,0,0.0,4,1000.0,2012,7
0,26,84,33,18,15,26,0,2,20,81.25,0.12,0,0.0,0,680.0,2016,5
0,0,265,15,8,16,27,0,2,320,81.25,0.0,0,0.0,1,1.0,2015,10
0,20,127,40,5,15,4,4,2,275,81.25,0.1,0,0.0,4,1100.0,2015,7
0,11,164,2,12,15,4,4,2,275,81.25,0.12,0,0.0,1,1400.0,2015,5
0,9,111,34,6,13,15,4,1,36,81.25,0.09,0,0.0,2,1700.0,2015,3
0,27,134,37,1,13,14,4,2,100,81.25,0.13,0,0.0,5,1700.0,2014,12
0,26,189,24,6,12,26,3,2,10,81.25,0.11,0,0.0,0,650.0,2013,12
0,9,229,40,3,11,5,4,2,250,81.25,0.11,0,0.0,4,1524.0,2013,3
0,18,179,2,0,10,26,4,2,250,81.25,0.12,0,0.0,1,1500.0,2012,7
0,20,78,40,12,17,28,4,2,275,81.17,0.09,0,0.0,7,1200.0,2017,3
0,27,228,37,1,16,2,4,2,100,81.17,0.12,0,0.0,2,1050.0,2015,11
0,18,50,2,4,15,5,4,2,275,81.17,0.12,0,0.0,10,1200.0,2015,6
0,4,292,13,19,15,5,4,1,275,81.17,0.11,0,0.0,0,1300.0,2015,5
0,11,39,2,12,15,4,0,2,275,81.17,0.13,0,0.0,1,1450.0,2015,3
0,28,48,18,21,13,5,4,0,20,81.17,0.12,0,0.0,0,1450.0,2015,2
0,24,68,15,18,13,26,0,3,2,81.17,0.0,0,0.0,4,1200.0,2015,1
0,27,169,37,1,13,2,4,1,320,81.17,0.12,0,0.0,2,1550.0,2014,12
0,16,268,37,1,13,5,4,2,300,81.17,0.12,0,0.0,12,995.0,2014,11
0,4,40,2,19,13,4,4,2,250,81.17,0.11,0,0.0,3,1300.0,2014,5
0,18,278,2,0,10,26,0,2,250,81.17,0.13,3,0.0,7,1800.0,2012,8
0,9,210,2,18,10,5,4,2,250,81.17,0.12,0,0.0,4,1450.0,2012,8
0,0,265,37,15,10,13,0,2,17,81.17,0.12,0,0.0,1,1000.0,2012,1
0,0,6,37,18,17,13,0,2,500,81.08,0.11,5,0.0,8,695.0,2017,6
0,20,127,40,5,15,14,4,3,275,81.08,0.11,0,0.0,1,1100.0,2015,3
0,30,37,32,18,13,17,0,3,1,81.08,0.0,0,0.0,0,1706.88,2015,3
0,27,122,37,1,13,14,4,2,54,81.08,0.13,0,0.0,2,1456.0,2015,1
0,4,191,2,19,13,5,4,2,250,81.08,0.13,0,0.0,0,1500.0,2014,12
0,32,312,32,18,11,14,4,2,18,81.08,0.0,0,0.0,0,853.44,2014,5
0,18,232,2,0,10,26,4,3,100,81.08,0.13,5,0.0,16,1650.0,2012,9
0,18,247,2,0,10,26,4,2,30,81.08,0.12,0,0.0,2,1300.0,2012,9
0,18,243,2,0,10,26,4,2,40,81.08,0.11,0,0.0,5,1642.0,2012,8
0,18,277,2,0,10,26,4,2,15,81.08,0.1,0,0.0,1,1200.0,2012,7
0,7,11,40,16,19,2,4,2,100,81.0,0.0,0,2.0,6,1450.0,2017,8
0,9,198,40,3,17,2,4,2,120,81.0,0.09,0,0.0,8,3280.0,2016,8
0,9,210,40,3,15,2,4,2,250,81.0,0.11,0,0.0,1,1219.2,2015,7
0,26,85,31,18,15,26,4,1,10,81.0,0.12,0,0.0,0,758.0,2015,5
0,11,237,13,12,13,5,0,2,275,81.0,0.12,0,0.0,1,1350.0,2015,1
0,27,13,37,1,13,14,4,2,1,81.0,0.12,0,0.0,5,1525.0,2014,12
0,29,87,37,24,11,20,0,2,320,81.0,0.12,0,0.0,3,1700.0,2014,6
0,26,189,24,6,12,26,3,2,10,81.0,0.11,0,0.0,0,1100.0,2013,12
0,28,285,2,18,10,28,4,2,2,81.0,0.0,0,0.0,3,800.0,2013,5
0,18,180,2,0,10,14,4,2,10,81.0,0.12,0,0.0,12,950.0,2012,9
0,18,4,2,0,10,26,4,2,200,81.0,0.0,0,0.0,8,1100.0,2012,7
0,26,275,2,6,19,14,4,0,150,80.92,0.0,0,0.0,0,200.0,2017,12
0,9,210,40,3,19,2,4,2,25,80.92,0.1,0,0.0,2,1901.0,2017,8
0,14,140,37,13,19,21,4,2,150,80.92,0.11,0,0.0,3,1600.0,2017,7
0,18,297,40,9,19,2,4,2,240,80.92,0.11,0,0.0,11,1100.0,2017,5
0,19,225,15,10,15,14,1,3,2,80.92,0.0,0,0.0,5,1066.8,2015,7
0,27,162,37,1,13,14,4,2,250,80.92,0.12,0,0.0,0,1700.0,2014,12
0,0,161,37,8,14,27,0,2,300,80.92,0.12,0,0.0,8,1200.0,2014,12
0,26,328,37,6,13,26,4,2,10,80.92,0.09,0,0.0,0,550.0,2014,11
0,0,265,15,18,14,2,0,3,320,80.92,0.1,0,0.0,0,1100.0,2014,10
0,20,166,4,18,11,5,4,2,275,80.92,0.1,1,0.0,3,1050.0,2014,7
0,9,124,40,3,13,16,4,2,250,80.92,0.12,2,0.0,5,1524.0,2014,6
0,26,273,24,6,12,26,4,3,35,80.92,0.11,0,0.0,0,900.0,2013,12
0,26,189,24,6,12,26,1,2,5,80.92,0.11,0,0.0,0,688.0,2013,12
0,26,195,18,6,12,26,4,2,10,80.92,0.11,0,0.0,0,300.0,2013,12
0,18,123,2,0,10,26,4,2,60,80.92,0.13,0,0.0,12,1186.0,2012,7
0,15,214,33,6,17,3,4,2,20,80.83,0.0,0,0.0,0,1300.0,2017,6
0,9,209,2,19,11,5,4,2,250,80.83,0.11,0,0.0,1,1200.0,2014,5
0,18,179,2,0,10,4,3,2,15,80.83,0.13,0,0.0,7,1210.0,2012,8
0,18,202,2,0,10,26,4,2,30,80.83,0.11,0,0.0,3,1100.0,2012,8
0,18,297,2,0,10,2,4,2,100,80.83,0.13,0,0.0,1,100.0,2012,7
0,3,112,41,2,26,28,5,3,250,80.83,0.01,0,0.0,1,1800.0,2011,1
0,19,319,15,10,15,4,4,2,1,80.75,0.0,0,0.0,2,3825.0,2015,7
0,9,111,40,3,15,5,4,2,275,80.75,0.12,0,0.0,1,1706.88,2015,6
0,11,257,2,12,15,5,0,2,275,80.75,0.11,0,0.0,2,1450.0,2015,5
0,21,27,37,6,13,5,1,2,100,80.75,0.11,1,0.0,4,1680.0,2015,5
0,11,164,2,12,15,4,4,2,275,80.75,0.09,0,0.0,2,1350.0,2015,5
0,11,39,2,12,15,4,0,2,275,80.75,0.13,0,0.0,1,1450.0,2015,3
0,4,240,23,18,13,5,4,2,250,80.75,0.11,0,0.0,0,1300.0,2014,4
0,18,202,2,0,10,26,4,2,30,80.75,0.11,0,0.0,2,1200.0,2012,9
0,10,107,15,18,10,26,4,2,1,80.75,0.12,0,0.0,0,1000.0,2012,5
0,13,272,24,18,15,10,3,0,200,80.67,0.13,0,0.0,1,1350.0,2015,11
0,9,9,37,3,16,2,4,2,150,80.67,0.11,0,0.0,0,1500.0,2015,10
0,4,279,2,19,15,5,4,0,240,80.67,0.11,0,0.0,4,185.0,2015,2
0,16,268,37,1,13,5,4,1,100,80.67,0.12,0,0.0,1,995.0,2014,11
0,18,92,2,0,13,26,4,2,20,80.67,0.12,0,0.0,4,1200.0,2014,10
0,3,245,41,2,13,5,0,3,250,80.67,0.0,0,0.0,1,1550.0,2014,4
0,9,236,40,3,11,2,4,2,250,80.67,0.12,0,0.0,5,1550.0,2013,6
0,27,13,37,1,13,14,4,1,10,80.58,0.12,0,0.0,1,1400.0,2015,1
0,0,265,15,18,14,2,3,2,300,80.58,0.0,0,0.0,3,1200.0,2014,10
0,11,203,40,12,13,5,4,2,275,80.58,0.11,0,0.0,5,1400.0,2014,4
0,9,111,40,3,13,2,0,2,275,80.58,0.11,0,0.0,5,1383.792,2014,1
0,26,275,31,6,19,14,0,0,20,80.5,0.0,0,0.0,0,50.0,2017,12
0,9,244,40,3,19,5,4,2,275,80.5,0.1,0,0.0,4,1500.0,2017,9
0,11,206,40,12,19,4,4,2,15,80.5,0.11,0,0.0,5,1650.0,2017,8
0,17,43,15,13,17,28,5,2,1,80.5,0.12,0,0.0,0,280.0,2016,2
0,0,295,37,8,16,27,3,2,300,80.5,0.11,0,0.0,3,1250.0,2015,11
0,19,224,15,10,15,14,4,2,1,80.5,0.0,0,0.0,2,3800.0,2015,7
0,9,210,40,3,13,14,4,2,275,80.5,0.11,0,0.0,3,1219.2,2014,4
0,0,161,37,18,11,27,3,3,300,80.5,0.1,0,0.0,10,1250.0,2014,4
0,9,111,2,3,11,2,4,2,250,80.5,0.12,1,0.0,1,1859.28,2013,2
0,18,322,2,0,10,26,4,3,18,80.5,0.15,0,0.0,1,1450.0,2012,9
0,11,164,40,12,17,28,5,2,275,80.42,0.1,0,0.0,0,1450.0,2016,2
0,26,325,37,6,13,26,4,2,10,80.42,0.14,0,0.0,0,600.0,2014,11
0,7,77,15,18,11,2,4,2,2,80.42,0.0,0,0.0,1,1450.0,2014,4
0,2,318,15,18,11,14,4,2,1,80.42,0.17,0,0.0,14,1700.0,2014,1
0,26,189,24,7,12,26,4,2,10,80.42,0.11,0,0.0,0,600.0,2013,12
0,18,221,2,0,10,26,4,2,250,80.42,0.1,2,0.0,4,1050.0,2012,9
0,18,145,2,0,10,5,4,2,250,80.42,0.12,4,0.0,16,1550.0,2012,8
0,1,186,37,13,17,28,5,2,300,80.33,0.12,0,0.0,0,1700.0,2016,1
0,27,175,37,1,16,2,4,2,10,80.33,0.13,0,0.0,5,1700.0,2015,11
0,26,274,24,6,12,27,1,2,10,80.33,0.11,0,0.0,0,600.0,2013,12
0,9,210,40,3,11,2,4,2,250,80.33,0.11,1,0.0,4,1310.64,2013,6
0,0,42,35,8,20,4,0,2,440,80.25,0.11,0,1.0,1,995.0,2017,11
0,11,65,40,12,17,5,0,2,275,80.25,0.1,0,0.0,4,1400.0,2017,4
0,18,254,40,9,17,5,4,2,60,80.25,0.1,0,0.0,2,1600.0,2016,4
0,19,319,15,10,13,4,0,2,1,80.25,0.0,0,0.0,1,4287.0,2015,7
0,20,166,40,5,15,5,4,2,275,80.25,0.11,0,0.0,2,900.0,2015,2
0,26,52,24,6,12,26,3,2,5,80.25,0.11,0,0.0,0,700.0,2013,12
0,9,210,2,18,10,5,4,2,250,80.25,0.11,1,0.0,12,1400.0,2013,1
0,18,32,2,0,10,5,4,3,10,80.25,0.11,2,0.0,8,808.0,2012,9
0,33,73,15,18,19,3,1,3,1,80.17,0.0,0,0.0,2,1550.0,2017,5
0,20,127,15,5,15,5,4,3,275,80.17,0.11,0,0.0,2,1187.5,2015,4
0,11,164,2,12,15,4,4,2,275,80.17,0.11,0,0.0,0,1400.0,2015,1
0,9,210,40,3,11,2,4,2,250,80.17,0.11,0,0.0,2,1310.64,2013,8
0,18,61,2,0,10,26,4,2,20,80.17,0.11,0,0.0,2,1250.0,2012,10
0,18,322,2,0,10,26,4,2,15,80.17,0.14,1,0.0,2,1550.0,2012,9
0,18,297,2,0,10,2,4,2,15,80.17,0.12,0,0.0,12,1000.0,2012,9
0,9,210,2,3,10,2,4,2,250,80.17,0.11,0,0.0,5,1310.64,2012,5
0,0,161,37,8,20,2,2,2,440,80.08,0.11,0,0.0,5,1100.0,2017,11
0,26,336,37,6,13,26,4,2,10,80.08,0.07,0,0.0,0,850.0,2014,11
0,26,316,24,6,12,26,1,2,10,80.08,0.11,0,0.0,0,200.0,2013,12
0,26,44,24,6,12,26,4,2,10,80.08,0.11,0,0.0,0,150.0,2013,12
0,26,44,24,6,12,26,3,2,10,80.08,0.11,0,0.0,0,250.0,2013,12
0,18,322,2,0,10,26,4,3,13,80.08,0.15,0,0.0,0,1300.0,2012,9
0,18,97,2,0,10,26,4,2,10,80.08,0.14,1,0.0,17,1300.0,2012,8
0,20,127,40,12,19,5,4,2,275,80.0,0.1,0,0.0,5,1250.0,2017,6
0,19,79,15,10,15,14,4,2,1,80.0,0.0,0,0.0,4,3845.0,2015,7
0,18,253,15,18,13,26,4,2,280,80.0,0.0,0,0.0,2,1400.0,2014,5
0,26,44,24,6,12,26,4,2,10,80.0,0.11,0,0.0,0,250.0,2013,12
0,28,285,2,18,10,28,4,2,2,80.0,0.0,0,0.0,0,800.0,2013,5
0,18,61,2,0,10,26,4,2,20,80.0,0.12,0,0.0,9,1250.0,2012,9
0,18,238,2,0,10,14,4,2,256,80.0,0.11,0,0.0,12,1100.0,2012,9
0,18,49,2,0,11,2,4,2,400,79.92,0.12,0,0.0,4,1300.0,2013,3
0,18,180,2,0,10,14,4,2,10,79.92,0.12,1,0.0,7,1100.0,2012,9
0,18,297,2,0,10,2,4,3,82,79.92,0.0,0,0.0,0,1100.0,2012,8
0,18,125,2,0,10,4,4,2,250,79.92,0.11,0,0.0,3,1100.0,2012,7
0,18,61,2,0,10,26,0,2,100,79.92,0.12,0,0.0,6,1250.0,2012,7
0,18,297,2,0,10,13,4,2,209,79.92,0.11,0,0.0,0,1250.0,2012,7
0,14,140,6,13,19,22,4,3,200,79.83,0.11,0,1.0,5,1500.0,2017,8
0,9,237,40,3,19,2,4,2,50,79.83,0.1,0,0.0,2,1700.0,2017,8
0,20,127,15,5,13,5,4,2,75,79.83,0.11,0,0.0,0,1250.0,2015,3
0,18,297,2,0,10,26,4,2,250,79.83,0.12,0,0.0,3,1300.0,2012,7
0,26,276,33,18,13,26,0,3,28,79.75,0.0,0,0.0,0,1000.0,2015,3
0,26,19,18,18,11,26,4,0,50,79.75,0.1,0,0.0,0,600.0,2014,7
0,28,285,2,18,11,28,4,2,1,79.75,0.12,0,0.0,0,800.0,2014,6
0,4,28,15,18,11,4,4,1,275,79.75,0.1,0,0.0,4,1100.0,2013,9
0,18,146,2,0,11,26,4,2,310,79.75,0.12,0,0.0,4,1400.0,2013,3
0,18,49,2,0,11,2,4,2,275,79.75,0.13,0,0.0,4,1022.0,2013,3
0,18,49,2,0,11,2,4,2,380,79.75,0.12,0,0.0,5,1300.0,2013,3
0,18,322,2,0,10,2,4,3,12,79.75,0.14,0,0.0,0,1450.0,2012,9
0,18,294,2,0,10,26,4,3,36,79.75,0.12,0,0.0,7,1100.0,2012,6
0,9,210,40,3,17,2,4,2,25,79.67,0.1,0,2.0,1,1219.2,2017,6
0,7,31,40,16,17,2,4,1,275,79.67,0.0,0,0.0,12,1250.0,2017,3
0,28,285,2,18,11,28,4,0,1,79.67,0.12,0,0.0,0,800.0,2014,6
0,9,210,40,3,11,2,4,2,250,79.67,0.11,0,0.0,6,1310.64,2013,6
0,18,146,2,0,11,26,4,2,310,79.67,0.12,0,0.0,6,1400.0,2013,3
0,18,282,2,0,10,5,4,3,10,79.67,0.13,5,0.0,6,975.0,2012,9
0,18,62,2,0,10,13,4,3,253,79.67,0.0,0,0.0,9,1264.0,2012,6
0,18,283,2,0,10,26,4,3,50,79.58,0.12,0,0.0,11,1250.0,2012,9
0,18,145,2,0,10,5,4,2,250,79.58,0.13,0,0.0,5,1550.0,2012,8
0,3,112,41,2,25,28,5,3,250,79.58,0.1,0,0.0,4,1800.0,2011,2
0,20,127,40,5,15,5,0,2,275,79.5,0.12,0,0.0,6,1050.0,2015,7
0,26,189,15,6,13,26,0,3,10,79.5,0.0,0,0.0,1,700.0,2015,5
0,3,72,41,2,11,5,4,2,250,79.5,0.0,0,0.0,2,1550.0,2013,6
0,18,62,2,0,10,26,4,1,127,79.5,0.12,0,0.0,5,1100.0,2012,7
0,9,210,40,3,11,2,4,2,250,79.42,0.1,0,0.0,2,1219.2,2014,5
0,9,210,40,3,13,14,4,2,275,79.42,0.1,1,0.0,4,1219.2,2014,3
0,5,60,2,18,17,28,4,1,2,79.33,0.13,1,0.0,2,200.0,2017,6
0,3,216,23,18,11,5,4,2,250,79.33,0.0,0,0.0,3,1200.0,2014,1
0,26,193,18,18,13,26,4,0,50,79.25,0.11,0,0.0,0,850.0,2014,11
0,18,297,2,0,10,2,4,2,12,79.25,0.13,0,0.0,10,1000.0,2012,9
0,9,244,40,3,19,2,4,2,50,79.17,0.1,0,0.0,0,1219.2,2017,8
0,11,206,40,12,19,4,4,2,15,79.17,0.11,0,0.0,5,1650.0,2017,7
0,9,200,40,3,15,4,4,2,275,79.17,0.11,0,0.0,6,1550.0,2015,6
0,18,322,2,0,10,26,4,3,10,79.17,0.14,0,0.0,8,1550.0,2012,9
0,18,220,36,18,0,26,5,3,250,79.17,0.01,0,0.0,8,1200.0,2010,4
0,9,237,40,3,19,2,4,2,50,79.08,0.1,0,0.0,1,1700.0,2017,8
0,32,312,32,18,11,14,4,2,18,79.08,0.13,0,0.0,0,853.44,2014,6
0,18,322,2,0,10,26,4,3,13,79.08,0.16,0,0.0,2,1500.0,2012,9
0,18,277,2,0,10,26,4,1,10,79.08,0.1,0,0.0,0,1200.0,2012,7
0,9,210,40,3,13,14,4,2,250,79.0,0.12,0,0.0,3,1219.2,2014,9
0,11,121,15,12,13,16,4,2,275,79.0,0.11,0,0.0,12,1350.0,2014,4
0,23,233,40,18,10,26,4,3,280,79.0,0.0,0,0.0,4,1400.0,2013,1
0,18,118,2,0,10,13,0,3,14,79.0,0.12,0,0.0,12,1300.0,2012,9
0,18,322,2,0,10,26,3,2,16,79.0,0.14,3,0.0,17,1550.0,2012,9
0,18,146,2,0,11,26,4,2,250,78.92,0.12,0,0.0,8,1300.0,2013,3
0,18,322,2,0,10,26,4,3,14,78.92,0.16,0,0.0,0,1400.0,2012,9
0,20,124,2,12,17,5,1,2,1,78.83,0.1,0,2.0,4,1100.0,2017,5
0,9,210,40,3,11,2,4,2,250,78.75,0.12,1,0.0,8,1310.64,2013,7
0,18,297,2,0,10,26,4,2,20,78.75,0.14,0,0.0,0,1320.0,2012,8
0,18,297,2,0,10,26,3,3,35,78.75,0.14,0,0.0,0,1250.0,2012,7
0,18,207,2,0,10,2,4,3,10,78.75,0.12,0,0.0,0,1350.0,2012,6
0,2,318,15,18,11,26,4,2,1,78.67,0.0,0,0.0,5,1850.0,2014,4
0,18,314,2,0,10,5,4,3,20,78.67,0.13,0,0.0,2,1150.0,2012,9
0,9,210,40,3,13,14,4,2,250,78.58,0.12,0,0.0,3,1219.2,2014,9
0,26,85,18,18,11,26,4,2,50,78.58,0.1,0,0.0,0,800.0,2014,7
0,18,278,2,0,10,26,4,2,250,78.58,0.13,0,0.0,1,1400.0,2012,7
0,18,63,2,0,10,26,4,3,50,78.58,0.1,0,0.0,1,1300.0,2012,7
0,18,256,40,18,13,2,4,2,280,78.5,0.0,0,0.0,0,1600.0,2014,4
0,18,301,2,0,10,26,4,3,10,78.5,0.12,0,0.0,14,1400.0,2012,9
0,18,158,2,0,10,5,4,2,20,78.5,0.13,1,0.0,3,1200.0,2012,7
0,18,322,2,0,10,26,4,3,10,78.42,0.14,0,0.0,0,1500.0,2012,9
0,9,210,40,3,13,14,4,2,275,78.33,0.1,0,0.0,2,1219.2,2014,2
0,9,210,2,3,10,2,4,2,250,78.33,0.11,1,0.0,4,1310.64,2013,2
0,13,116,2,20,17,9,4,3,2,78.17,0.13,0,0.0,1,1300.0,2017,7
0,18,67,2,0,10,26,4,2,320,78.08,0.11,0,0.0,3,1050.0,2012,7
0,26,330,5,18,17,27,4,2,8,78.0,0.0,3,0.0,4,650.0,2017,6
0,11,121,15,12,13,16,0,2,275,78.0,0.11,2,0.0,6,1350.0,2014,5
0,9,210,40,3,13,14,4,2,275,78.0,0.1,1,0.0,2,1219.2,2014,2
0,9,210,40,3,11,2,4,2,250,78.0,0.11,3,0.0,9,1310.64,2013,4
0,18,180,2,0,10,14,4,2,10,78.0,0.12,2,0.0,7,850.0,2012,9
0,4,203,2,19,13,5,4,2,250,77.92,0.12,2,0.0,4,1200.0,2015,2
0,18,217,2,0,10,26,4,2,50,77.92,0.11,0,0.0,3,1248.0,2012,7
0,20,127,40,19,17,28,5,1,275,77.83,0.1,0,0.0,0,1000.0,2016,2
0,9,210,2,3,11,2,4,2,250,77.83,0.11,0,0.0,2,1310.64,2013,2
0,26,85,5,18,10,26,4,1,100,77.67,0.11,0,0.0,0,775.0,2013,5
0,18,61,2,0,10,26,4,2,23,77.5,0.13,0,0.0,3,1300.0,2012,9
0,9,210,2,3,11,2,4,2,250,77.42,0.11,2,0.0,15,1310.64,2013,1
0,0,265,37,8,20,2,0,2,320,77.33,0.0,0,0.0,3,890.0,2017,10
0,9,210,40,3,13,14,4,2,275,77.33,0.1,1,0.0,2,1219.2,2014,4
0,18,322,2,0,10,26,4,3,10,77.33,0.15,4,0.0,5,1500.0,2012,9
0,10,83,28,18,11,26,4,3,1,77.25,0.1,0,0.0,1,825.0,2014,5
0,18,180,2,0,10,14,4,2,10,77.17,0.12,1,0.0,11,1200.0,2012,9
0,18,220,36,18,0,26,5,3,250,76.75,0.0,0,0.0,0,1200.0,2010,4
0,18,61,2,0,10,26,4,2,10,76.42,0.13,0,0.0,14,1100.0,2012,7
0,9,210,40,3,10,2,4,2,250,76.33,0.11,0,0.0,8,1310.64,2012,4
0,18,322,2,0,10,26,4,3,11,76.17,0.16,2,0.0,4,1400.0,2012,9
0,18,284,2,0,10,2,4,2,20,76.08,0.12,0,0.0,12,1250.0,2012,9
0,11,121,15,12,13,16,0,2,275,76.0,0.11,0,0.0,7,1350.0,2014,5
0,24,22,15,18,10,28,4,2,1,75.83,0.12,0,0.0,2,1000.0,2013,5
0,9,210,2,3,10,2,4,2,250,75.58,0.11,0,0.0,15,1310.64,2012,7
0,18,213,2,0,10,14,4,3,36,75.17,0.12,0,0.0,8,1100.0,2012,6
0,18,322,2,0,10,26,4,3,14,74.92,0.17,0,0.0,6,1500.0,2012,9
0,18,49,2,0,11,26,4,2,275,74.67,0.12,0,0.0,7,1700.0,2013,3
0,9,210,40,3,11,2,4,2,250,74.33,0.11,1,0.0,1,1310.64,2013,6
0,18,58,2,0,10,26,4,2,20,74.33,0.14,3,0.0,11,1140.0,2012,9
0,11,121,15,12,13,16,4,2,275,73.42,0.11,1,0.0,16,1350.0,2014,4
0,18,252,40,18,13,26,4,3,280,72.92,0.0,1,0.0,1,1200.0,2014,5
0,10,165,8,18,6,28,5,3,85,72.33,0.08,1,0.0,0,1020.0,2011,8
0,4,203,2,19,13,5,4,2,250,71.75,0.11,0,0.0,7,1200.0,2015,2
